FIPS,County,DeathRate
54021,Gilmer County,0.62
54025,Greenbrier County,2.36
54029,Hancock County,2.64
54033,Harrison County,1.04
54039,Kanawha County,2.34
54049,Marion County,0.68
54051,Marshall County,2.38
54053,Mason County,1.83
54055,Mercer County,1.84
54057,Mineral County,3.15
54061,Monongalia County,0.74
54069,Ohio County,1.75
54081,Raleigh County,1.01
54089,Summers County,3.03
54093,Tucker County,0.99
54107,Wood County,1.01
55003,Ashland County,1.44
55009,Brown County,0.61
55021,Columbia County,0.82
55025,Dane County,0.63
55027,Dodge County,1.26
55029,Door County,0.73
55031,Douglas County,0.8
55035,Eau Claire County,0.97
55039,Fond du Lac County,0.67
55041,Forest County,2.63
55043,Grant County,1.74
55055,Jefferson County,0.84
55059,Kenosha County,1.71
55061,Kewaunee County,1.09
55063,La Crosse County,0.56
55071,Manitowoc County,0.85
55073,Marathon County,1.35
55079,Milwaukee County,1.05
55085,Oneida County,1.67
55087,Outagamie County,0.88
55089,Ozaukee County,0.82
55101,Racine County,1.35
55105,Rock County,0.94
55109,St. Croix County,0.49
55111,Sauk County,0.73
55117,Sheboygan County,0.8
55119,Taylor County,1.03
55125,Vilas County,1.62
55127,Walworth County,1.13
55133,Waukesha County,1.01
55135,Waupaca County,2.71
55139,Winnebago County,0.98
55141,Wood County,1.01
56001,Albany County,0.28
56003,Big Horn County,2.53
56005,Campbell County,0.88
56007,Carbon County,1.62
56009,Converse County,1.29
56013,Fremont County,1.67
56015,Goshen County,1.65
56019,Johnson County,1.47
56021,Laramie County,0.87
56023,Lincoln County,1.08
56025,Natrona County,1.49
56029,Park County,0.68
56031,Platte County,1.88
56033,Sheridan County,0.63
56035,Sublette County,1.13
56037,Sweetwater County,0.76
56039,Teton County,0.17
56041,Uinta County,0.47
56045,Weston County,0.82
72001,"Adjuntas Municipio, Puerto Rico",0
72013,"Arecibo Municipio, Puerto Rico",0
72021,"Bayamón Municipio, Puerto Rico",0
72025,"Caguas Municipio, Puerto Rico",0
72033,"Cataño Municipio, Puerto Rico",0
72053,"Fajardo Municipio, Puerto Rico",0
72057,"Guayama Municipio, Puerto Rico",0
72059,"Guayanilla Municipio, Puerto Rico",0
72061,"Guaynabo Municipio, Puerto Rico",0
72069,"Humacao Municipio, Puerto Rico",0
72081,"Lares Municipio, Puerto Rico",0
72097,"Mayagüez Municipio, Puerto Rico",0
72113,"Ponce Municipio, Puerto Rico",0
72127,"San Juan Municipio, Puerto Rico",0
01001,NA,1.11
01005,NA,2.11
01007,NA,2.34
01009,NA,1.52
01011,NA,2.94
01013,NA,3.49
01015,NA,1.7
01017,NA,2.5
01019,NA,1.56
01021,NA,1.66
01023,NA,4.39
01025,NA,0.99
01029,NA,1.61
01031,NA,1.04
01035,NA,1.98
01037,NA,1.55
01039,NA,1.58
01041,NA,3.38
01043,NA,1.03
01045,NA,1.72
01047,NA,1.51
01057,NA,1.34
01059,NA,1.1
01061,NA,1.21
01063,NA,2.74
01065,NA,2.47
01067,NA,0.77
01071,NA,0.61
01075,NA,1.41
01077,NA,1
01079,NA,1.89
01081,NA,0.68
01083,NA,0.79
01085,NA,3.33
01087,NA,3.2
01091,NA,1.39
01093,NA,1.98
01095,NA,0.93
01099,NA,0.87
01105,NA,2.04
01107,NA,1.64
01111,NA,2.37
01115,NA,1.59
01123,NA,4.19
01129,NA,1.97
01131,NA,2.05
01133,NA,1.56
02013,NA,0
02016,NA,0
02164,NA,0
02070,NA,0.68
02100,NA,0
02150,NA,0.21
02158,NA,0.33
02180,NA,0
02185,NA,0.34
02188,NA,0
02195,NA,2.63
02198,NA,1.35
02220,NA,0
02230,NA,0
02240,NA,0.72
02261,NA,0.79
02275,NA,0
02282,NA,1.67
02290,NA,1.69
04009,NA,1.38
04011,NA,0.86
05005,NA,3.31
05009,NA,2.51
05011,NA,1.85
05013,NA,0.37
05015,NA,1.45
05017,NA,2.24
05021,NA,2.46
05023,NA,2.79
05025,NA,3.34
05027,NA,2.64
05029,NA,1.15
05033,NA,1.28
05037,NA,2.31
05039,NA,2.2
05041,NA,1.35
05043,NA,1.43
05047,NA,2.08
05049,NA,3.8
05053,NA,1.34
05055,NA,1.21
05057,NA,0.8
05059,NA,1.5
05061,NA,1.51
05063,NA,3.2
05065,NA,1.61
05071,NA,0.97
05073,NA,1.35
05075,NA,2.21
05077,NA,1.85
05079,NA,0.96
05081,NA,4.34
05083,NA,0.78
05085,NA,1.82
05087,NA,1.22
05095,NA,1.62
05097,NA,3.62
05099,NA,3.51
05103,NA,2.18
05105,NA,0.92
05109,NA,1.8
05111,NA,2.44
05117,NA,2.81
05121,NA,2.65
05125,NA,1.36
05127,NA,1.81
05129,NA,2.39
05133,NA,1.06
05135,NA,2.76
05123,NA,0.77
05137,NA,3.27
05141,NA,1.03
05147,NA,0.45
05149,NA,1.88
06003,NA,0
06035,NA,0.24
06091,NA,0
06115,NA,0.56
08003,NA,2.49
08009,NA,0.49
08011,NA,1.38
08014,NA,2.24
08015,NA,1.79
08017,NA,4.76
08021,NA,0.88
08023,NA,1.18
08025,NA,0.83
08027,NA,0
08033,NA,0
08037,NA,0.43
08049,NA,0.53
08053,NA,0
08055,NA,6.01
08057,NA,0
08061,NA,2.56
08063,NA,2.19
08065,NA,0
08071,NA,0.85
08073,NA,0.38
08075,NA,1.63
08079,NA,2
08081,NA,3.7
08085,NA,1.57
08087,NA,3.74
08089,NA,3.14
08091,NA,1.81
08095,NA,2.65
08105,NA,1.6
08109,NA,1.47
08111,NA,0
08115,NA,1.22
08117,NA,0.22
08119,NA,1.04
08121,NA,3.12
08125,NA,2.36
12007,NA,1.01
12013,NA,2.1
12015,NA,2.97
12019,NA,1.51
12027,NA,1.94
12029,NA,0.9
12037,NA,0.39
12039,NA,1.36
12041,NA,2.47
12043,NA,1.36
12045,NA,1.99
12049,NA,0.93
12051,NA,1.45
12053,NA,3.43
12063,NA,2.4
12065,NA,1.6
12067,NA,1.44
12075,NA,1.02
12079,NA,2.06
12087,NA,0.77
12093,NA,1.94
12109,NA,0.8
12119,NA,2.04
12121,NA,2.15
12123,NA,1.3
12125,NA,4.24
12131,NA,1.04
12133,NA,1.39
13001,NA,2.46
13003,NA,1.06
13005,NA,2.15
13007,NA,3.31
13009,NA,2.18
13011,NA,1.54
13013,NA,1.2
13015,NA,1.45
13017,NA,2.89
13019,NA,2.34
13023,NA,3.3
13025,NA,1.91
13027,NA,3.05
13029,NA,0.96
13031,NA,1.25
13033,NA,1.37
13035,NA,2.55
13037,NA,2.53
13039,NA,0.79
13043,NA,4.81
13045,NA,1.61
13047,NA,1.06
13049,NA,1.8
13053,NA,0.13
13057,NA,0.7
13061,NA,1.52
13065,NA,1.94
13071,NA,1.59
13075,NA,2
13077,NA,0.93
13079,NA,1.69
13081,NA,2.85
13083,NA,0.86
13087,NA,2.46
13091,NA,4.03
13093,NA,3.47
13099,NA,4.82
13101,NA,1.02
13103,NA,1.26
13105,NA,1.91
13107,NA,2.71
13109,NA,1.91
13111,NA,2.86
13113,NA,1.44
13117,NA,0.65
13119,NA,1.44
13123,NA,1.88
13125,NA,3.12
13129,NA,1.24
13131,NA,2.11
13133,NA,2.22
13137,NA,2.51
13141,NA,6.43
13143,NA,2.24
13145,NA,1.79
13147,NA,1.98
13149,NA,1.88
13155,NA,2.72
13157,NA,1.17
13159,NA,1.41
13161,NA,2.69
13163,NA,2.84
13165,NA,5.42
13167,NA,3.93
13169,NA,1.74
13171,NA,2.51
13173,NA,1.72
13175,NA,2.85
13177,NA,1.92
13179,NA,1.47
13181,NA,2.65
13183,NA,0.91
13187,NA,1.1
13193,NA,2.86
13195,NA,1.19
13197,NA,2.87
13189,NA,1.77
13191,NA,1.79
13199,NA,1.53
13201,NA,0.49
13205,NA,3.51
13207,NA,3.74
13209,NA,1.55
13211,NA,0.76
13217,NA,1.98
13219,NA,1.58
13221,NA,1.5
80013,NA,1.31
13225,NA,1.83
13227,NA,1
13229,NA,1.84
13233,NA,1.22
13235,NA,4.36
13237,NA,2.23
13239,NA,0.86
13241,NA,1.71
13243,NA,6.81
13249,NA,0.81
13251,NA,2.23
13253,NA,1.62
13255,NA,2.48
13257,NA,2.21
13259,NA,2.41
13263,NA,2.89
13265,NA,0
13267,NA,2.26
13269,NA,2.54
13271,NA,4.18
13273,NA,5.71
13275,NA,2.7
13277,NA,2.12
13279,NA,2.71
13281,NA,4.21
13283,NA,2.66
13285,NA,2.37
13287,NA,3.4
13289,NA,4.02
13291,NA,2.85
13293,NA,3.24
13297,NA,1.39
13299,NA,2.4
13301,NA,2.68
13305,NA,2.12
13307,NA,1.92
13309,NA,3.8
13311,NA,1.78
13313,NA,1.04
13315,NA,5.94
13317,NA,1.55
13321,NA,3.04
80015,NA,0.7
16003,NA,1.05
16007,NA,0.67
16011,NA,1.38
16013,NA,0.8
16025,NA,0
16031,NA,0.87
16033,NA,0
16035,NA,0.94
16037,NA,0.92
16039,NA,0.71
16043,NA,1.56
16047,NA,1.68
16051,NA,0.7
16061,NA,1.42
16063,NA,2
16065,NA,0.38
16067,NA,1.08
16071,NA,0.74
16073,NA,2.26
16075,NA,1.16
16081,NA,0.37
16087,NA,1.53
17003,NA,1.92
17005,NA,1.2
17007,NA,1.41
17009,NA,1.96
17011,NA,2.62
17013,NA,0.96
17015,NA,2.32
17017,NA,1.82
17021,NA,2.43
17025,NA,2.87
17027,NA,1.69
17029,NA,1.67
17033,NA,1.9
17035,NA,2.54
17039,NA,2.38
17037,NA,1.22
17041,NA,1.7
17045,NA,3.5
17047,NA,1.8
17051,NA,1.85
17053,NA,3.47
17055,NA,1.75
17057,NA,1.89
17059,NA,1.07
17061,NA,3.4
17063,NA,1.3
17067,NA,2.25
17069,NA,3.11
17071,NA,3.5
17073,NA,1.83
17075,NA,2.12
17077,NA,1.7
17079,NA,1.52
17081,NA,2.96
17087,NA,1.29
17091,NA,1.53
17093,NA,0.83
17095,NA,3.09
17101,NA,1.39
17103,NA,2.39
17105,NA,1.89
17107,NA,1.84
17121,NA,2.9
17123,NA,2.08
17125,NA,3.46
17127,NA,3.01
17109,NA,2.33
17129,NA,1.12
17131,NA,2.28
17135,NA,1.29
17137,NA,2.73
17139,NA,2.05
17141,NA,1.49
80017,NA,0
17145,NA,2.4
17147,NA,1.25
17149,NA,2.87
17151,NA,0.44
17153,NA,0.51
17155,NA,0.29
17159,NA,2.73
17165,NA,2.47
17169,NA,2.57
17171,NA,0.28
17173,NA,1.8
17175,NA,4.11
17177,NA,2.11
17181,NA,1.7
17183,NA,1.39
17187,NA,2.7
17189,NA,1.82
17191,NA,2.92
17193,NA,2.28
17195,NA,3.35
17199,NA,1.89
17203,NA,2.05
18001,NA,1.23
18007,NA,1.23
18009,NA,2.12
18017,NA,1.23
18021,NA,1.55
18023,NA,1.05
18025,NA,1.3
18033,NA,1.9
18029,NA,0.95
18031,NA,3.45
18041,NA,1.96
18045,NA,1.47
18047,NA,2.21
18049,NA,1.9
18053,NA,1.95
18059,NA,1.47
18061,NA,1.28
18073,NA,1.19
18075,NA,1.33
18077,NA,1.61
18079,NA,1.85
18081,NA,1.96
18085,NA,0.98
18087,NA,2.76
18093,NA,1.84
18099,NA,1.75
18101,NA,1.93
18103,NA,1.39
18111,NA,2.19
18113,NA,1.26
18115,NA,1.6
18117,NA,2.34
18119,NA,2.24
18121,NA,0.64
18131,NA,3.8
18133,NA,1.59
18135,NA,1.94
18137,NA,1.57
18139,NA,1.15
18143,NA,1.79
18149,NA,2.46
18151,NA,1.33
18155,NA,0.87
18159,NA,2.6
18161,NA,0.34
18165,NA,2.37
18171,NA,1.11
18175,NA,0.98
18177,NA,2.66
18179,NA,2.06
18181,NA,1.48
19001,NA,3.05
19003,NA,1.04
19005,NA,2.1
19007,NA,3.53
19009,NA,2.01
19011,NA,2
19015,NA,0.72
19019,NA,1.24
19021,NA,0.73
19023,NA,1.64
19025,NA,0.75
19027,NA,1.29
19029,NA,3.63
19031,NA,1.31
19035,NA,1.88
19037,NA,1.01
19039,NA,0.95
19041,NA,1.05
19043,NA,3.18
19047,NA,0.98
19049,NA,0.79
19051,NA,2.95
19053,NA,0.87
19057,NA,1.02
19059,NA,1.16
19061,NA,1.28
19065,NA,1.45
19067,NA,2.68
19069,NA,1.73
19071,NA,1.03
19073,NA,1.05
19075,NA,1.8
19077,NA,2.3
19079,NA,1.69
19081,NA,1.91
19083,NA,1.91
19087,NA,1.12
19089,NA,2.26
19091,NA,1.77
19093,NA,4.14
19095,NA,1.84
19097,NA,1.67
19099,NA,1.8
19101,NA,1.99
19105,NA,1.84
19107,NA,3.02
19109,NA,2.14
19115,NA,2.4
19117,NA,1.26
19119,NA,2.29
19121,NA,0.82
19123,NA,1.89
19125,NA,1.75
19127,NA,1.41
19129,NA,1.12
19131,NA,2.96
19133,NA,2.69
19135,NA,2.34
19141,NA,3.25
19143,NA,1.43
19145,NA,0.99
19149,NA,1.88
19151,NA,1.44
19157,NA,1.87
19159,NA,2.24
19161,NA,1.3
19165,NA,2.63
19167,NA,1.07
19173,NA,1.55
19175,NA,1.88
19179,NA,2.82
19181,NA,0.9
19183,NA,1.45
19185,NA,5.11
19187,NA,1.46
19189,NA,2.52
19191,NA,1.29
19195,NA,0.52
20001,NA,1.47
20003,NA,0.31
20005,NA,0.75
20007,NA,0.95
20009,NA,1.5
20011,NA,0.94
20013,NA,2.71
20015,NA,0.56
20017,NA,1.38
20019,NA,1.45
20021,NA,1.73
20023,NA,3.21
20025,NA,2.44
20027,NA,2.99
20029,NA,2.48
20031,NA,2.37
20033,NA,5.37
20035,NA,1.63
20037,NA,0.91
20039,NA,3.38
20041,NA,1.31
20043,NA,0.88
20045,NA,0.7
20047,NA,3.49
20049,NA,0
20051,NA,1.64
20053,NA,0.91
20055,NA,0.94
20059,NA,0.9
20061,NA,0.83
20063,NA,6.45
20065,NA,1.39
20067,NA,1.59
20069,NA,1.76
20071,NA,1.03
20073,NA,1.28
20075,NA,0
20077,NA,3.95
20079,NA,0.98
20081,NA,0.53
20083,NA,3.01
20085,NA,0.89
20087,NA,1.54
20089,NA,1.79
20093,NA,1.93
20095,NA,1.7
20097,NA,1.03
20099,NA,0.46
20101,NA,5.36
20105,NA,0.88
20109,NA,2.15
20111,NA,1.69
20115,NA,1.03
20117,NA,2.56
20113,NA,1.54
20119,NA,1.45
20121,NA,0.72
20123,NA,0.86
20125,NA,1.07
20127,NA,3.87
20129,NA,3.77
20131,NA,3.63
20135,NA,4.59
20137,NA,2.11
20139,NA,1.29
20141,NA,0.45
20143,NA,1.78
20145,NA,0.68
20147,NA,2.29
20149,NA,0.55
20151,NA,2.92
20153,NA,2.22
20155,NA,1.47
20157,NA,1.85
20159,NA,0.45
20161,NA,0.44
20163,NA,1.62
20165,NA,2.19
20167,NA,2.64
20171,NA,2.87
20175,NA,0.81
20179,NA,2.28
20183,NA,0.43
20185,NA,3.04
20187,NA,3.09
20189,NA,1.12
20193,NA,1.14
20197,NA,1.58
20199,NA,1.21
20201,NA,1.77
20203,NA,2.54
20205,NA,0.95
20207,NA,1.46
21001,NA,3.2
21003,NA,1.28
21005,NA,0.34
21007,NA,1.14
21009,NA,1.25
21011,NA,1.53
21017,NA,0.09
21021,NA,0.18
21023,NA,0.88
21025,NA,0.42
21027,NA,0.63
21031,NA,1.75
21033,NA,1.62
21035,NA,1.1
21039,NA,0.27
21041,NA,1.04
21045,NA,2.97
21049,NA,0.89
21051,NA,0.51
21053,NA,1.84
21055,NA,0.68
21057,NA,1.03
21063,NA,0.12
21065,NA,0
21069,NA,0.36
21071,NA,0.74
21075,NA,1.03
21077,NA,2.31
21079,NA,0.37
21081,NA,0.73
21083,NA,1.66
21085,NA,2.49
21087,NA,1.35
21095,NA,1.4
21097,NA,0.1
21099,NA,0.67
21103,NA,0.44
21105,NA,3.03
21107,NA,3.05
21109,NA,2.13
21115,NA,1.21
21119,NA,1.75
21121,NA,0.48
21123,NA,0.44
21127,NA,0.54
21129,NA,1.67
21131,NA,0.18
21133,NA,0.32
21135,NA,2.89
21137,NA,1.65
21141,NA,2.11
21143,NA,1.93
21153,NA,0.13
21155,NA,1.19
21157,NA,1.37
21159,NA,1.36
21161,NA,2.17
21147,NA,0.33
21149,NA,3.13
21163,NA,0.3
21165,NA,0.79
21167,NA,0.49
21169,NA,1.03
21171,NA,2.67
21173,NA,0.74
21177,NA,1.34
21179,NA,0.57
21181,NA,0.85
21187,NA,1.29
21189,NA,2.91
21191,NA,0.15
21197,NA,0
21201,NA,3.01
21203,NA,0.9
21205,NA,0.21
21207,NA,2.47
21209,NA,0.81
21211,NA,0.87
21215,NA,0.45
21217,NA,0.99
21219,NA,1.96
21223,NA,0.46
21225,NA,0.87
21231,NA,1.06
21233,NA,1.34
21235,NA,0.32
21237,NA,1.17
21239,NA,0.14
22001,NA,3.02
22003,NA,2.91
22007,NA,1.91
22009,NA,3.2
22011,NA,2.58
22013,NA,4.37
22021,NA,2.25
22023,NA,0.97
22025,NA,3.05
22027,NA,3.29
22031,NA,2.76
22035,NA,1.76
22037,NA,3.68
22039,NA,2.1
22041,NA,3.99
22043,NA,2.47
22045,NA,2.35
22049,NA,2.64
22053,NA,2.74
22059,NA,1.94
22061,NA,2.18
22065,NA,1.7
22067,NA,2.2
22069,NA,1.89
22081,NA,4.08
22083,NA,2.1
22085,NA,1.97
22091,NA,0.66
22097,NA,2.92
22101,NA,3.09
22107,NA,1.04
22111,NA,3.36
22113,NA,2.28
22115,NA,3.31
22117,NA,2.84
22119,NA,2.2
22123,NA,3.43
22125,NA,2.65
22127,NA,2.6
23015,NA,0.56
23021,NA,0.7
23023,NA,0.2
23025,NA,2.7
23027,NA,4.22
24011,NA,0.73
24035,NA,1.47
24039,NA,1.12
24037,NA,2.46
24041,NA,0.8
24045,NA,1.76
24047,NA,2.14
26001,NA,4.83
26003,NA,0.87
26009,NA,1.63
26011,NA,3.92
26013,NA,5.14
26015,NA,1.2
26023,NA,2.21
26025,NA,2.52
26029,NA,1.13
26031,NA,4.16
26035,NA,4.34
26039,NA,1
26041,NA,2.63
26045,NA,2.06
26051,NA,2.73
26053,NA,3.76
26057,NA,3.28
26059,NA,2.19
26061,NA,1.57
26069,NA,4.79
26073,NA,1.49
26075,NA,2.25
26079,NA,2.73
26083,NA,2.02
26085,NA,3.17
26087,NA,2.42
26089,NA,1.15
26093,NA,1.04
26095,NA,0
26097,NA,0.76
26103,NA,1.41
26107,NA,0.75
26109,NA,1.81
26111,NA,1.13
26117,NA,2.36
26119,NA,3.68
26123,NA,1.59
26127,NA,2.6
26129,NA,2.95
26131,NA,5.13
26133,NA,2.09
26135,NA,5.45
26137,NA,2.4
80026,NA,0.38
26141,NA,3.15
26143,NA,2.64
26151,NA,4.11
26155,NA,1.89
26149,NA,1.61
26159,NA,1.95
27001,NA,3.15
27009,NA,2.05
27011,NA,0.67
27013,NA,0.61
27015,NA,1.62
27019,NA,0.5
27023,NA,2.38
27025,NA,0.66
27027,NA,1.22
27029,NA,2.06
27033,NA,1.37
27039,NA,0.31
27043,NA,1.38
27045,NA,0.26
27051,NA,1.66
27055,NA,1
27057,NA,2.56
27059,NA,1.41
27063,NA,1.21
27065,NA,1.88
27069,NA,5.32
27071,NA,1.75
27073,NA,2.48
27077,NA,0.61
27079,NA,0.73
27081,NA,0.21
27087,NA,1.73
27089,NA,2.16
27091,NA,1.57
27093,NA,1.69
27097,NA,1.41
27099,NA,0.74
27101,NA,0.6
27105,NA,1.27
27107,NA,1.9
27113,NA,1.62
27115,NA,0.5
27117,NA,2.42
27119,NA,1.63
27121,NA,0.68
27125,NA,1.27
27127,NA,1.99
27129,NA,2.89
27131,NA,1.08
27133,NA,1.03
27135,NA,0.98
27141,NA,0.77
27143,NA,0.66
27147,NA,0.34
27149,NA,1.16
27151,NA,2.07
27153,NA,1.27
27155,NA,1.27
27157,NA,0.12
27159,NA,1.11
27161,NA,0.86
27165,NA,0.67
27167,NA,1.48
27173,NA,1.52
28003,NA,1.82
28005,NA,2.66
28007,NA,2.93
28009,NA,2.84
28013,NA,1.48
28015,NA,1.98
28017,NA,2.39
28019,NA,2.1
28021,NA,2.72
28023,NA,4.56
28025,NA,2.07
28027,NA,2.48
28029,NA,2.02
28031,NA,3.4
28037,NA,1.88
28039,NA,1.97
28041,NA,2.57
28051,NA,4.06
28053,NA,2.8
28055,NA,3.9
28057,NA,2.24
28061,NA,1.94
28063,NA,3.35
28065,NA,2.93
28069,NA,2.57
28071,NA,1.88
28073,NA,1.33
28077,NA,1.75
28079,NA,2.8
28083,NA,3.58
28085,NA,2.86
28089,NA,1.94
28091,NA,3.5
28093,NA,1.94
28095,NA,2.84
28097,NA,3.02
28099,NA,4.61
28101,NA,2.32
28103,NA,1.98
28105,NA,2.09
28107,NA,2.1
28111,NA,3.24
28113,NA,3.04
28115,NA,1.42
28117,NA,2.01
28119,NA,1.09
28125,NA,4.13
28127,NA,2.94
28129,NA,1.75
28131,NA,1.33
28133,NA,2.52
28135,NA,2.47
28137,NA,2.26
28139,NA,2.01
28141,NA,3.22
28143,NA,2.58
28145,NA,1.66
28147,NA,3.34
28151,NA,2.57
28153,NA,1.44
28155,NA,2.64
28157,NA,4.29
28159,NA,3.03
28163,NA,2.26
29001,NA,0.28
29005,NA,1.77
29007,NA,2.16
29009,NA,1.92
29011,NA,0.96
29013,NA,1.4
29015,NA,1.38
29017,NA,1.2
29023,NA,0.53
29025,NA,1.2
29029,NA,1.91
29031,NA,1.51
29033,NA,2.54
29035,NA,1.52
29041,NA,0.84
29043,NA,0.91
29045,NA,1.29
29051,NA,1.16
29053,NA,1.23
29055,NA,1.08
29057,NA,2.62
29059,NA,2.6
29061,NA,1.75
29063,NA,2.54
29065,NA,1.22
29067,NA,2.95
29069,NA,0.77
29073,NA,4.02
29075,NA,2.45
29079,NA,3.51
29081,NA,1.47
29083,NA,1.57
29085,NA,2.02
29089,NA,0.61
29101,NA,0.99
29103,NA,1.28
29105,NA,1.92
29107,NA,1.94
29109,NA,2.27
29111,NA,0.52
29115,NA,2.18
29117,NA,2.11
29121,NA,0.99
29123,NA,0.86
29127,NA,1.22
29119,NA,1.25
29131,NA,1.98
29133,NA,1.54
29135,NA,1.2
29139,NA,1.69
29141,NA,1.96
29145,NA,1.63
29147,NA,0.91
29149,NA,0.49
29151,NA,0.63
29153,NA,1.17
29155,NA,1.65
29159,NA,1.55
29161,NA,3.49
29163,NA,1.26
29165,NA,0.94
29167,NA,1.23
29169,NA,1.04
29171,NA,0.98
29173,NA,0.99
29175,NA,1.12
29177,NA,0.8
29181,NA,1.25
29195,NA,1.2
29197,NA,0.43
29199,NA,1.29
29201,NA,1.88
29203,NA,2.07
29205,NA,1.25
29185,NA,1
29207,NA,1.62
29209,NA,1.54
29211,NA,1.43
29213,NA,1.41
29215,NA,1.33
29217,NA,1.96
29219,NA,0.5
29221,NA,2.14
29223,NA,1.11
29225,NA,1.65
29227,NA,0.79
29229,NA,2.01
30001,NA,0.98
30003,NA,3.19
30005,NA,3.72
30007,NA,0.3
30009,NA,1.11
30011,NA,3.65
30015,NA,1.24
30017,NA,1.07
30019,NA,3.36
30021,NA,2.83
30023,NA,1.02
30025,NA,0.74
30033,NA,2.74
30035,NA,1.76
30037,NA,0
30039,NA,1.14
30041,NA,1.95
30043,NA,0.47
30045,NA,0
30051,NA,0.99
30057,NA,0.54
30055,NA,0
30059,NA,6.14
30061,NA,0
30065,NA,2.55
30067,NA,0.75
30069,NA,9.09
30073,NA,0.75
30077,NA,0.61
30079,NA,1.57
30085,NA,3.63
30091,NA,1.36
30095,NA,1.38
30097,NA,1.87
30099,NA,1.52
30101,NA,1.18
30103,NA,2.13
30105,NA,1.31
30107,NA,3.97
30109,NA,4.42
31001,NA,1.5
31003,NA,0.91
31005,NA,0
31007,NA,0
31009,NA,0
31011,NA,0.9
31013,NA,0.98
31015,NA,1.84
31017,NA,0.95
31019,NA,1.16
31021,NA,1.87
31023,NA,1.36
31029,NA,0.76
31033,NA,1.53
31035,NA,1.88
31037,NA,1.29
31039,NA,1.03
31041,NA,2.02
31043,NA,1.57
31045,NA,3.17
31047,NA,0.97
31051,NA,1.41
31053,NA,1.05
31057,NA,3.33
31059,NA,1.64
31061,NA,1.4
31063,NA,0.61
31065,NA,1.05
31067,NA,0.68
31069,NA,1.03
31071,NA,2.34
31073,NA,2.4
31075,NA,13.04
31077,NA,1.12
31081,NA,1.96
31083,NA,0
31085,NA,0
31087,NA,1.09
31089,NA,1.87
31091,NA,4.17
31093,NA,2.71
31095,NA,0.17
31097,NA,0.87
31099,NA,0.68
31101,NA,0.32
31103,NA,0
31105,NA,1.44
31113,NA,0
31115,NA,0
31119,NA,1.03
31117,NA,0
31121,NA,1.75
31123,NA,2.79
31125,NA,2.52
31127,NA,1.92
31129,NA,0.32
31131,NA,0.19
31133,NA,0.58
31135,NA,4.51
31137,NA,1
31139,NA,3.43
31141,NA,1.19
31143,NA,2.52
31145,NA,0.49
31147,NA,2.73
31149,NA,2
31151,NA,0.17
31155,NA,0.52
31159,NA,1.93
31161,NA,2.78
31163,NA,2.55
31165,NA,0
31167,NA,2.4
31169,NA,0.74
31171,NA,0
31173,NA,1.25
31175,NA,1.12
31179,NA,0.67
31181,NA,1.41
31183,NA,0
31185,NA,0.62
32009,NA,0
32011,NA,0
32013,NA,1.22
32015,NA,1.99
32017,NA,0.34
32021,NA,1.87
32027,NA,1.53
32029,NA,2.94
33003,NA,0.38
33017,NA,0.89
34005,NA,2.49
34009,NA,2.88
34033,NA,3.24
34035,NA,4.13
34037,NA,3.78
35003,NA,4.69
35006,NA,3.31
35007,NA,4.37
35009,NA,1.2
35011,NA,0
35019,NA,1.99
35021,NA,0
35023,NA,2.9
35027,NA,1.13
35028,NA,0.29
35031,NA,3.47
35033,NA,3.01
35035,NA,1.79
35037,NA,2.2
35041,NA,2.15
35047,NA,0.52
35051,NA,6.32
35053,NA,4.59
35057,NA,1.52
35059,NA,3.48
36003,NA,3.53
36009,NA,1.88
36011,NA,1.3
36015,NA,2
36017,NA,2.06
36019,NA,0.71
36021,NA,3.16
36023,NA,1.89
36025,NA,1.57
36035,NA,2.46
36037,NA,2.42
36039,NA,2.13
36049,NA,1.64
36051,NA,1.31
36053,NA,2.6
36057,NA,3.35
36069,NA,1.79
36073,NA,3.82
36077,NA,1.42
36083,NA,1.63
36095,NA,0.67
36097,NA,1.55
36105,NA,1.38
36107,NA,2.7
36111,NA,2.44
36113,NA,1.96
36115,NA,1.58
36121,NA,1.74
36123,NA,2.02
37005,NA,0.41
37007,NA,2.2
37009,NA,1.84
37015,NA,2
37017,NA,1.21
37023,NA,1.23
37029,NA,1.39
37039,NA,1.05
37041,NA,2.1
37043,NA,1.02
37045,NA,1.98
37047,NA,2.12
37049,NA,1.48
37053,NA,1.37
37055,NA,0.39
37059,NA,0.57
37069,NA,1.06
37073,NA,2.88
37079,NA,2.03
37083,NA,1.67
37085,NA,1.5
37089,NA,1.45
37091,NA,3.37
37093,NA,1.16
37095,NA,1.29
37097,NA,1
37103,NA,3.45
37115,NA,2.07
37125,NA,1.4
37137,NA,0.82
37141,NA,0.68
37143,NA,0.79
37149,NA,1.52
37151,NA,1.57
37153,NA,1.71
37161,NA,2.62
37163,NA,1.28
37165,NA,2.07
37167,NA,1.83
37169,NA,1.65
37171,NA,1.77
37175,NA,0.94
37177,NA,2.01
37181,NA,2.25
37185,NA,0.92
37187,NA,2.79
37193,NA,1.78
37195,NA,1.88
37197,NA,1
38001,NA,0.96
38003,NA,2.36
38005,NA,1.69
38009,NA,3.23
38011,NA,1.24
38019,NA,0.98
38021,NA,4.51
38023,NA,1.39
38027,NA,1.44
38029,NA,2.51
38031,NA,3.54
38033,NA,0
38037,NA,3.93
38039,NA,0.65
